model,arch_seed,env_seed,step,phase,lambda,phi_norm,plasticity_open,delta_w_norm,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,p_0,p_1,p_2,p_3,delta_w_in_0_0,delta_w_in_0_1,delta_w_in_0_2,delta_w_in_0_3,delta_w_in_0_4,delta_w_in_0_5,delta_w_in_1_0,delta_w_in_1_1,delta_w_in_1_2,delta_w_in_1_3,delta_w_in_1_4,delta_w_in_1_5,delta_w_in_2_0,delta_w_in_2_1,delta_w_in_2_2,delta_w_in_2_3,delta_w_in_2_4,delta_w_in_2_5,delta_w_in_3_0,delta_w_in_3_1,delta_w_in_3_2,delta_w_in_3_3,delta_w_in_3_4,delta_w_in_3_5,delta_w_in_4_0,delta_w_in_4_1,delta_w_in_4_2,delta_w_in_4_3,delta_w_in_4_4,delta_w_in_4_5,delta_w_in_5_0,delta_w_in_5_1,delta_w_in_5_2,delta_w_in_5_3,delta_w_in_5_4,delta_w_in_5_5,delta_w_in_6_0,delta_w_in_6_1,delta_w_in_6_2,delta_w_in_6_3,delta_w_in_6_4,delta_w_in_6_5,delta_w_in_7_0,delta_w_in_7_1,delta_w_in_7_2,delta_w_in_7_3,delta_w_in_7_4,delta_w_in_7_5,precision_vec_0,precision_vec_1,precision_vec_2,precision_vec_3,workspace_0,workspace_1,workspace_2,workspace_3,workspace_4,workspace_5,workspace_6,workspace_7,selector_logits_0,selector_logits_1,selector_logits_2,selector_logits_3,selector_weights_0,selector_weights_1,selector_weights_2,selector_weights_3,sel_touch,sel_smell,sel_vision,sel_efference
perspective_plastic,3,1,2,up,0.25,0.061776471512268956,0.43501590139385016,0.0009504528989188708,-0.126554388636686,-0.03460805180875963,-0.06251410194544708,-0.09071738378430642,0.13863347764605694,0.1521377867450121,0.2271595715961222,0.3236448412173883,0.04114034119943333,-0.0337556149915668,0.01156616935252572,0.029164823701682004,8.872437328638222e-05,1.5728744030077487e-05,9.717159474931023e-05,-2.362428425815818e-05,-0.00018720288776640968,0.0,1.5712404649357734e-05,4.301243079308315e-06,5.140009237847224e-06,-1.9268716608915273e-05,-0.00010156012273256833,0.0,3.73349549057852e-05,7.769531490471545e-06,3.1726251613934895e-05,-2.139482768948423e-05,-0.0001307153385056029,0.0,5.9126863098882216e-05,1.1274761183651531e-05,5.844289636936401e-05,-2.363488091820667e-05,-0.00016054010172919547,0.0,-8.129021047928353e-05,-1.722998710186333e-05,-6.65845270684763e-05,4.970051039473e-05,0.0002987447779653392,0.0,-9.696284044958441e-05,-1.890836288486592e-05,-9.250725215523669e-05,4.2926444276247724e-05,0.000282169672299844,0.0,-0.00015527684446277348,-2.82324050086852e-05,-0.00016444360605443557,4.836570700737029e-05,0.0003594623398052477,0.0,-0.00021568150259387164,-4.0224024777025503e-05,-0.00022038206065103826,7.722056410704043e-05,0.0005448272647258457,0.0,1.0651510587541995,1.0685204495079672,1.0731991190079415,1.0604152493303214,,,,,,,,,,,,,,,,,,,,
perspective_plastic,3,1,3,up,0.375,0.08596561772883231,0.4338423892196709,0.002016940268585214,-0.15228096896312046,0.007982607072470716,-0.09410460800967901,-0.05169986888466336,0.14511490286318557,0.15558772933990667,0.15811811977989165,0.4026163045993353,0.0552172469098838,-0.05079709377870708,0.01945874943510306,0.03717735075623018,8.694988582065458e-05,1.5414169149475935e-05,2.7788584053861642e-05,-0.0002553298739865763,-0.00047200283423651744,0.0,1.539815655637058e-05,4.215218217722148e-06,8.572408903489141e-06,-6.712508590237719e-06,-8.440337028613296e-05,0.0,3.65882558076695e-05,7.614140860662115e-06,-1.0583705158552539e-05,-0.00016444531142186262,-0.00030641169390204057,0.0,5.794432583690457e-05,1.1049265959978501e-05,3.4378088899751135e-05,-0.000101987371624476,-0.0002552908984911333,0.0,-7.966440626969786e-05,-1.688538735982606e-05,-9.868419422328988e-07,0.00026995869663669445,0.0005677355293285271,0.0,-9.502358364059273e-05,-1.8530195627168602e-05,-2.1753087098017133e-05,0.00027928770590083754,0.000571335976597184,0.0,-0.000152171307573518,-2.7667756908511496e-05,-9.113009808236649e-05,0.0002884761912847008,0.0006518774081940317,0.0,-0.0002113678725419942,-3.941954428148499e-05,-3.767062885106899e-05,0.0006895327586010332,0.0012968134452673772,0.0,1.055798598273575,1.0591955413259457,1.0665094896432858,1.0490665448563874,,,,,,,,,,,,,,,,,,,,
perspective_plastic,3,1,4,up,0.5,0.1094095524551301,0.43391130694470165,0.005330668044774321,-0.1869605349111753,-0.26203157888542905,-0.16598455755671887,-0.07425079211719039,0.21930037028104082,0.07097023171788298,0.10571241865928428,0.3816251170789804,0.08582447837605675,-0.04709384031252497,0.029424265557359695,0.03899989590932269,-0.0006805094598191628,-0.0008489445490760891,-0.00036058230410854897,-6.0789013504404114e-05,-0.0011812247790110842,0.0,-0.0010580930419906954,-0.0012068652987216977,-0.0005351351782544985,0.0002589203349243277,-0.0010899446575504158,0.0,-0.0006439541079603708,-0.0007596467149084505,-0.00035467635471141,7.024341323382731e-06,-0.0009383154083264608,0.0,-0.0002473180036902811,-0.0003323266490706955,-0.0001203290343190592,-2.4714398694691242e-05,-0.0005355994483087695,0.0,0.0008201010865464337,0.0009969634359417623,0.0004539310298711805,4.235752675819411e-05,0.0013993546747047385,0.0,0.00019754438397750205,0.00030983401188652544,0.00012589661913270823,0.0002017926927139113,0.0008327134015047907,0.0,0.00028383060382228015,0.0004614425086718057,0.0001299734017187707,0.00017559553767730666,0.001045190314733751,0.0,0.0013558530737154842,0.001725074478467053,0.0007546936405439533,0.00028906759572382753,0.0027378149478945028,0.0,1.0644820805691955,1.067713509063492,1.0782585135364058,1.0533839355780128,,,,,,,,,,,,,,,,,,,,
perspective_plastic,3,1,5,up,0.625,0.14053640103698306,0.43386205732665606,0.008102597452170164,-0.17245461986428007,-0.19174665570215535,-0.18179339418655377,0.006617126432378176,0.2537811319071031,0.15679898534909611,-0.0007150201480243742,0.42823643307361414,0.11299961381030464,-0.04663308302025114,0.05788004759763789,0.038168350151287375,-0.0008882407755149468,-0.0008319656580945673,-0.0009185220599717398,-0.00038723668700475853,-0.0018680515518767439,0.0,-0.0012830335666048423,-0.0011827279927472637,-0.0011528058483554226,-0.00011057635739472035,-0.001858073310968243,0.0,-0.0008644026309437452,-0.0007444537806102814,-0.0009433383467780632,-0.0003385232529421105,-0.0016684727740897058,0.0,-0.0002338787153101362,-0.0003256801160892816,-9.623745451203212e-05,-1.164758293015277e-05,-0.0004976272683946822,0.0,0.0011294212617259896,0.000977024167222927,0.0012765190969940036,0.0005236940500955863,0.0024168549518182062,0.0,0.00039484135738771095,0.00030363733164879495,0.0006372249754919334,0.0004956746164617596,0.00146201479485368,0.0,0.0002772362799691568,0.0004522136584983696,0.00012503073963489303,0.0001707250899857446,0.001021340881516886,0.0,0.0018783675420938604,0.0016905729888977118,0.0021429742943540483,0.0010969346621681267,0.0044472393784022735,0.0,1.1240892599557517,1.132550979983749,1.148055122305619,1.1093655764886972,,,,,,,,,,,,,,,,,,,,
perspective_plastic,3,1,6,up,0.75,0.15574396779912075,0.43208018031089523,0.008892187645321965,-0.3390573162591442,0.05702868565165797,-0.03653997726274897,-0.05185524407774942,0.07270514173283776,0.16772962702504945,0.2917755824254254,0.50668343700478,0.11936989592479783,-0.07060840698276477,0.0442547432860205,0.05534421390498902,0.00014864625609804392,-0.0006433009067265818,0.00032636239452843636,-0.0005459949407827695,-0.0028370630726905505,0.0,-0.0014287869828493735,-0.0011880077285677019,-0.0013360466574762347,-8.035939848090422e-05,-0.0016516422223109956,0.0,-0.0007372844675482815,-0.0007110256400694169,-0.0007922909955893127,-0.0003496967020427295,-0.0017435594067059987,0.0,-7.33371359320868e-05,-0.0002928570355229951,9.326968986821032e-05,-3.68795088700817e-05,-0.0006415888012869754,0.0,0.0008882992092501152,0.0009205957204968782,0.0009879834032731922,0.0005489239357606425,0.0025843175288533245,0.0,-0.00011720913641974709,0.0002124646293284576,1.7731327308086013e-05,0.0005681291564849754,0.0019306209829453452,0.0,-0.0006053134943541489,0.0002951329914279403,-0.0009329458180814174,0.00031059464025921227,0.0018669473962242564,0.0,0.0003178354226988909,0.0013996886505746496,0.0002672260725732295,0.0013238161593221826,0.0058622064046397115,0.0,1.0913750713626018,1.105329303582412,1.1258317327062048,1.0698454435401024,,,,,,,,,,,,,,,,,,,,
perspective_plastic,3,1,7,up,0.875,0.17568416298872042,0.43058136910593137,0.011506320773260584,-0.3337420605264178,0.14758289496244992,-0.07485979314991416,0.02334340853212362,0.11326204466957128,0.1572291764115416,0.12861444401268168,0.5489837612247598,0.12429644133632674,-0.0942424233395606,0.04976842144283032,0.06369293262480726,0.00014567333097608305,-0.0006304348885920501,-9.904451952184428e-05,-0.0019257096400339918,-0.003916268478865207,0.0,-0.001400211243192386,-0.0011642475739963478,-0.0011240944302091938,0.0005361953915198557,-0.0011162864238231866,0.0,-0.0007225387781973158,-0.0006968051272680285,-0.0008704017034042407,-0.0006546281459245658,-0.001963485987944643,0.0,-7.187039321344507e-05,-0.0002869998948125352,0.00012070260853869197,6.112526869861689e-05,-0.0005493038478842815,0.0,0.0008705332250651129,0.0009021838060869406,0.0011103789295063534,0.0010098851272112592,0.002918137404276807,0.0,-0.00011486495369135214,0.00020821533674188845,0.00021471504289941387,0.0012119082483319694,0.0024271642422468414,0.0,-0.0005932072244670659,0.0002892303315993815,-0.0007528629107299433,0.000840292711493496,0.0022673691214814755,0.0,0.00031147871424491307,0.0013716948775631566,0.0009509110796930601,0.003584842379063216,0.007613519908035636,0.0,1.031246410604203,1.0423838186212446,1.064307996877007,1.0095388403381818,,,,,,,,,,,,,,,,,,,,
perspective_plastic,3,1,8,up,1.0,0.1968455307327537,0.43121860049269245,0.022163334279850223,-0.3458284141658211,-0.31485570228272813,-0.20647202312756777,-0.030829127516763102,0.2770518063315286,-0.0110477964310767,0.022413890040215594,0.42169013669204414,0.15759207647022092,-0.08209606228185908,0.05822464112924694,0.06150632590593463,-0.0039052479475546707,-0.005208181465828644,-0.0021837978098904537,-0.0009003402415080233,-0.006366864297297867,0.0,-0.005057671515338182,-0.005320201443381501,-0.0030014568836180078,0.0014239430265772456,-0.0033963893682167233,0.0,-0.003124894512236,-0.0034234765100603064,-0.0020988491583075705,-5.234746972868293e-05,-0.0034340733320654786,0.0,-0.00043129560944352234,-0.0006904704832176908,-6.773489201582922e-05,0.0001478766941286602,-0.0007637603042507087,0.0,0.004096083029961199,0.0045615887390165945,0.0027599063802878363,0.0001990929965216176,0.004885756774804246,0.0,-0.00024188486634888964,5.7408045951102654e-05,0.00014375816172568126,0.001219196051079983,0.002297832319652855,0.0,-0.0003189829086859371,0.0005809566123470211,-0.0006025598816219613,0.0007595266297036806,0.002385926609521072,0.0,0.005241237328359187,0.006941567228119087,0.0034763778855854415,0.0023098114803995727,0.010544920711466793,0.0,1.0464501917646583,1.0548021273116663,1.0788829889071647,1.0204474568813657,,,,,,,,,,,,,,,,,,,,
perspective_plastic,3,1,9,down,1.0,0.22898271086822167,0.4329562767080701,0.04487677315429724,-0.39901328935192804,-0.5559611325184463,-0.29677206593181377,0.041533708610748406,0.38327325026766157,-0.031435346888288807,-0.11784719803176799,0.2869189517562143,0.20121362407882493,-0.04930639258717044,0.07982614807945645,0.056060905223350097,-0.010363190584345613,-0.012550628406344914,-0.005531562518601162,0.0007111555702629723,-0.010124669348688149,0.0,-0.014063453920239215,-0.015589456963478451,-0.007666857307437372,0.003615735962991153,-0.008741785376079968,0.0,-0.007923679190217239,-0.008893534297052816,-0.004579306588904389,0.0011338806183631724,-0.0062550242377271605,0.0,0.00025767430018073254,9.846437163545227e-05,0.00028663839469338104,-2.0948769105854758e-05,-0.0003440765883331242,0.0,0.01029237884425591,0.011623218066213407,0.005962365381948633,-0.0013355188630961952,0.008519925190860766,0.0,-0.0007519746888151172,-0.0005304042503527181,-0.0001263038762257232,0.0013203515068977325,0.0019457936445561796,0.0,-0.0022430023522852704,-0.0016299932537556072,-0.0015921589806490808,0.0012149675762450638,0.001190744695463574,0.0,0.009836295956215177,0.012157378838690803,0.005845537525734724,0.001117783250436162,0.013127716133005977,0.0,1.165076870302931,1.1799007968216888,1.20907597988234,1.1361833939386923,,,,,,,,,,,,,,,,,,,,
perspective_plastic,3,1,10,down,0.875,0.27360861964109223,0.43375298802085716,0.05081276407400857,-0.3469483271666417,-0.35223143995822653,-0.26605145070433417,0.18344015856860743,0.4117035932980312,0.1783913775162807,-0.22322653989501268,0.37262363107333873,0.23574745654319096,-0.031844713467088316,0.12398834029118472,0.05382953809347226,-0.011181273825825028,-0.012299615838218016,-0.008119007273970746,-0.0008008876186175349,-0.012818889760954091,0.0,-0.014823145240586354,-0.015277667824208882,-0.010252680786100194,0.002022793296059892,-0.01150777281932976,0.0,-0.008551475634569827,-0.00871566361111176,-0.006556694362549782,-3.737496168216225e-05,-0.008351219687317408,0.0,0.0007946471520001703,9.649508420274322e-05,0.0017074451186174827,0.0007714047135359962,0.0011943691478206154,0.0,0.011303251548496023,0.011390753704889138,0.009044769443049338,0.00046856831562328374,0.011786890082458253,0.0,-0.00020972967501119968,-0.0005197961653456637,0.0012634993766595238,0.00206408275376036,0.00339628908872436,0.0,-0.0028578505584513822,-0.001597393388680495,-0.003296257795782122,0.00022697084646623245,-0.0006968157416252104,0.0,0.010740796104907233,0.011914231261916985,0.008626369175022418,0.0027040912170445642,0.015976241846003474,0.0,1.1894030783967342,1.2172825421056392,1.2519077894913941,1.1583146769880417,,,,,,,,,,,,,,,,,,,,
perspective_plastic,3,1,11,down,0.75,0.2923206718146521,0.43207969708472793,0.04968920861904363,-0.482810393260786,-0.0365390554198273,-0.07272559791251457,0.11891509873191428,0.20424468042783517,0.2230855133246957,0.16649687987101974,0.49325119978347076,0.24778283978457966,-0.04902849795091222,0.1260399060221123,0.07592883481967408,-0.008736557311847004,-0.011670094837390144,-0.005178226988091749,-0.0011423673793978062,-0.015275352723163407,0.0,-0.014358590327725304,-0.014943089044830543,-0.009837358049983175,0.001955282044364348,-0.011482924954006766,0.0,-0.008045883784422145,-0.008483579517767096,-0.006007050819601228,-9.047721539329086e-05,-0.008592829757284547,0.0,0.0002317045519954627,1.0294233385631181e-07,0.0009889825982615174,0.0008440274414231071,0.001838648256340932,0.0,0.010137591936548588,0.011000693379643357,0.007688519387641127,0.0006104301587586593,0.012698773171507863,0.0,-0.0012318038635198755,-0.0006866120306690731,-4.554749346379842e-05,0.0021879850246054825,0.004581848073198845,0.0,-0.0035666354839280364,-0.001697705161811345,-0.004188462292555764,0.00034571423647807893,0.00025264211127574065,0.0,0.008256857905516987,0.011284124119586474,0.0056153585652704155,0.003015237813101184,0.018428223126393285,0.0,1.09491846248472,1.134395565037839,1.1739873622921837,1.0574009462229275,,,,,,,,,,,,,,,,,,,,
perspective_plastic,3,1,12,down,0.625,0.31486470825716345,0.43055439265883383,0.05178102042875716,-0.470492824526986,-0.011650414662796099,-0.08327370317873029,0.14312753463416247,0.24104279971780684,0.19807395930607213,0.10334932676964975,0.5750474376900618,0.2597410773283562,-0.06629709976266543,0.13635398792047057,0.09320215552988503,-0.008561826165610064,-0.01143669294064234,-0.0056410139071233776,-0.002882398578701199,-0.017479767871904153,0.0,-0.014071418521170798,-0.014644227263933933,-0.009654634969683268,0.001872523737589797,-0.011315417529107377,0.0,-0.007884966108733703,-0.008313907927411754,-0.005987149766107304,-0.000400683959541194,-0.008865210578004755,0.0,0.00022707046095555344,1.0088348717918557e-07,0.0011414914144893243,0.0013634281005592554,0.00256541292312019,0.0,0.009934840097817617,0.01078067951205049,0.007824902077969967,0.0015013791774502083,0.013730680602343783,0.0,-0.001207167786249478,-0.0006728797900556917,0.00019379318360646444,0.0028863840040242858,0.0055468695822198395,0.0,-0.0034953027742494758,-0.001663751058575118,-0.00398028723447965,0.0007260371241348294,0.000798923437017867,0.0,0.008091720747406647,0.011058441637194744,0.0061952595175185044,0.005109564835480675,0.021127344835710705,0.0,1.0046228099933503,1.0461610299104862,1.0870909256865537,0.9667945541881304,,,,,,,,,,,,,,,,,,,,
perspective_plastic,3,1,13,down,0.5,0.34335712003326213,0.43027705486309237,0.059437532160621906,-0.47831810800473573,-0.3206736444867753,-0.14265081243375594,0.08832512056472838,0.326419396780817,0.08942009806180504,0.09359241120229127,0.5645510619893698,0.2865734986732002,-0.06223885476562589,0.14426927621188848,0.10527318098404008,-0.010663183036591606,-0.013875067067627546,-0.0067620094403574235,-0.002279370688272441,-0.02055032447318435,0.0,-0.015313580401646957,-0.016139423127346737,-0.010288716082525032,0.0022007064330698037,-0.013382044726953004,0.0,-0.00840503183162477,-0.008943052552687717,-0.0062353728271418015,-0.00023001934322776092,-0.009707912607883534,0.0,0.0006421809156036009,0.0004926008858380334,0.0013464951732428698,0.0012354509383920645,0.00314566205094117,0.0,0.011287032865959013,0.012385184719956425,0.00851039894763849,0.0010991670975384392,0.015790086799667154,0.0,-0.0007581700903447834,-0.00016081456548146039,0.00042057538827240676,0.0027266992267551506,0.00607531907226932,0.0,-0.0029807188111234794,-0.0011086035363415093,-0.0036592609898471696,0.0006048019989584733,0.001452165437119793,0.0,0.010612191252024422,0.013985216862231975,0.007527607007037387,0.004363670515146315,0.024741547516623417,0.0,1.0044238413105693,1.0478119569423665,1.0906253796602678,0.9641717597968404,,,,,,,,,,,,,,,,,,,,
perspective_plastic,3,1,14,down,0.375,0.37367010160930825,0.42994065726486985,0.06311598123580005,-0.4623562666571207,-0.308063863529236,-0.12690812818180608,0.12924107196628215,0.33133899414967466,0.1448614702471086,0.060105136501679576,0.5968281861950018,0.3107975549115682,-0.05934096125419028,0.16090843824252873,0.11671053730268105,-0.01082400417909663,-0.013597565726274994,-0.007647455673672447,-0.0027731625217442923,-0.023055150633745095,0.0,-0.015256558167059155,-0.0158166346647998,-0.01076301603546844,0.0017973087147519085,-0.01505719716376801,0.0,-0.008339610461141931,-0.008764191501633963,-0.006390824660379222,-0.00037346844889395246,-0.010314095759945255,0.0,0.0007339041096463848,0.0004827488681212727,0.0016048747093801914,0.0013615129962516138,0.003897802837605522,0.0,0.011329373105060554,0.012137481025557296,0.009071646854194442,0.001463719832057357,0.01756386214316941,0.0,-0.000625801670455634,-0.00015759827417183118,0.0007319565305318129,0.0028411588871867293,0.006867376181010828,0.0,-0.0028724743637130066,-0.001086431465614679,-0.0034533891360599062,0.0006628238866885287,0.001802172942834598,0.0,0.01088283123477395,0.013705512524987334,0.00869459822019307,0.004972649672430179,0.02801059139023229,0.0,1.0538242161434654,1.1041858656876655,1.1501392833005684,1.0129804926683177,,,,,,,,,,,,,,,,,,,,
perspective_plastic,3,1,15,down,0.25,0.394799215585776,0.4289316450607521,0.06452038719260043,-0.5136455034807774,-0.23666873559863727,-0.05039549368293268,0.11097724271320783,0.25341240966066436,0.15272964614440382,0.1984950227025145,0.6313758090904472,0.3278244377874855,-0.06563867288663144,0.16028630284613624,0.13563710538809645,-0.009950437077183842,-0.013209853416694856,-0.006647100189462991,-0.002822592110493592,-0.025288999923256693,0.0,-0.014648665755439154,-0.015446963612371755,-0.010157302390547645,0.0017130318231531189,-0.015997786963969262,0.0,-0.008108349227159745,-0.008577549969732052,-0.006179866268500462,-0.0003762904703374233,-0.010372224709438611,0.0,0.0005772570916351953,0.0004480827966134828,0.0013896882523873131,0.0013569456779743449,0.0044021129035266,0.0,0.010778604853789455,0.011837619501013665,0.008472137074395534,0.001486195420481168,0.01854216795357847,0.0,-0.0008086668233231935,-0.00018886719954056252,0.0004653458081015912,0.002815525014329574,0.00753135780112835,0.0,-0.003068951955985334,-0.0011094379331458755,-0.0037117961305101863,0.0006901025764079964,0.0028075765808173764,0.0,0.009857479721229903,0.013289108238195159,0.007479069797714249,0.005002131519759731,0.030763029393337422,0.0,1.0096440955588133,1.0672322102769969,1.1160672329552213,0.9670357148531159,,,,,,,,,,,,,,,,,,,,
perspective_plastic,3,1,16,down,0.125,0.4156811696449762,0.42808499100360975,0.06727901616347456,-0.5184680048004111,-0.26530916093619533,-0.03454259455726397,0.11521600193232001,0.25518085921515177,0.13683153239381027,0.19016217695363907,0.6535597534669546,0.3445286316488597,-0.06972093030804798,0.16062866827034297,0.15306299219032746,-0.009751428335640164,-0.01294565634836096,-0.006640157430717824,-0.0031447780832875374,-0.027665737424716796,0.0,-0.014355692440330371,-0.01513802434012432,-0.010018632363767365,0.001485015583514411,-0.017152865927329754,0.0,-0.00794618224261655,-0.00840599897033741,-0.006064663561112241,-0.0003939911597823448,-0.010356826074169264,0.0,0.0005657119498024913,0.00043912114068121315,0.0013898945358016886,0.0014139491508711316,0.00495463503663616,0.0,0.010563032756713666,0.011600867110993392,0.008364708951578623,0.0016428304041717755,0.019590049155180214,0.0,-0.0007924934868567295,-0.00018508985554975126,0.000489291994580837,0.0028591427487064907,0.008141470523005442,0.0,-0.0030075729168656273,-0.001087249174482958,-0.00359134657367327,0.0008151761941813842,0.0038086663790758736,0.0,0.009660330126805304,0.013023326073431256,0.00748831794334323,0.005379384372858111,0.033781353538130394,0.0,0.9752822310596806,1.037035406119125,1.0874366076190214,0.9336668665184483,,,,,,,,,,,,,,,,,,,,
perspective_plastic,3,1,17,down,0.0,0.43578927360151326,0.42740809447569916,0.07018246545585761,-0.5251466064766022,-0.31515432612870864,-0.015303205454330528,0.1083346100556935,0.2530051779835091,0.1207593894591382,0.20352874608042199,0.6626349759948681,0.3614254488255677,-0.07084250786001284,0.15925469798508785,0.1700094590814112,-0.009556399768927361,-0.01268674322139374,-0.006507354282103467,-0.0030818825216217868,-0.030067150651367662,0.0,-0.014068578591523764,-0.014835263853321833,-0.009818259716492018,0.0014553152718441227,-0.018583018779840445,0.0,-0.007787258597764218,-0.008237878990930663,-0.0059433702898899965,-0.0003861113365866979,-0.010235792764070373,0.0,0.0005543977108064415,0.0004303387178675889,0.0013620966450856547,0.0013856701678537089,0.005465085078939835,0.0,0.010351772101579393,0.011368849768773524,0.00819741477254705,0.00160997379608834,0.02062177727428318,0.0,-0.0007766436171195949,-0.00018138805843875624,0.0004795061546892202,0.002801959893732361,0.008658091654348022,0.0,-0.0029474214585283147,-0.0010655041909932988,-0.0035195196421998047,0.0007988726702977565,0.004877643895798329,0.0,0.009467123524269198,0.01276285955196263,0.007338551584476365,0.005271796685400948,0.03683403029097621,0.0,0.9831603730603761,1.049352031143965,1.1012250322042743,0.9425797883066045,,,,,,,,,,,,,,,,,,,,
perspective_plastic,3,2,0,up,0.0,0.015147651820961143,0.4371408422614986,0.0,-0.028941111529021527,-0.04724016490070712,-0.032014007930669254,-0.06745338050207675,0.13128217724019764,0.08901982934103234,0.09296399081529602,0.09901042567645356,0.010040318591594181,-0.007715917178161036,0.0030487470290795093,0.007733894356712789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
perspective_plastic,3,2,1,up,0.125,0.037159222181974365,0.4360478362826735,0.0002931408683946857,-0.07643747323813548,-0.049994765755152215,-0.04914802101718113,-0.08970966854794561,0.14847566634316048,0.12985838631505248,0.1772514654299346,0.2189534939482673,0.023541260690019446,-0.020887680795656,0.0037274431592157838,0.019401747260684526,2.4152075301511105e-05,4.029606638294616e-06,2.8252092003901747e-05,-4.019875813291206e-06,-4.742273918488176e-05,0.0,1.579692912451509e-05,2.635608313991671e-06,1.8478589911360217e-05,-2.6292437614228774e-06,-3.101736146653498e-05,0.0,1.5529381784103623e-05,2.5909698915985164e-06,1.8165624173122764e-05,-2.584713133342103e-06,-3.049203072018922e-05,0.0,2.8345712884745224e-05,4.729286050230894e-06,3.3157634627194974e-05,-4.717865616655934e-06,-5.5656970772143604e-05,0.0,-4.6914102756773995e-05,-7.827293412194038e-06,-5.487816391835913e-05,7.808391809809188e-06,9.211611140463935e-05,0.0,-4.1031569882520765e-05,-6.845833507645214e-06,-4.7997021908629616e-05,6.8293019665185185e-06,8.056572417043138e-05,0.0,-5.600643976063748e-05,-9.344286924800705e-06,-6.551400114380697e-05,9.321722037205283e-06,0.000109968967564304,0.0,-6.918309893489752e-05,-1.1542721329144496e-05,-8.092750837446551e-05,1.1514847590737968e-05,0.00013584141386749674,0.0,1.0503063379017967,1.0514180678760603,1.0530896740251594,1.0488790693726593,,,,,,,,,,,,,,,,,,,,
perspective_plastic,3,2,2,up,0.25,0.061037002404992304,0.43561333957702764,0.0014438457773189482,-0.10698669914256947,-0.1956480944147663,-0.11051243174510102,-0.08962153044906983,0.1944615914299064,0.10548343093550064,0.1451346788769918,0.27932673496805854,0.04844647311437849,-0.023664970847209102,0.010740858248481283,0.026515241357596822,-0.0001318966025271593,-0.0001713696285820015,-5.052865931931714e-05,3.483364013634415e-05,-0.00024074379962153744,0.0,-0.000269004095425402,-0.00031802479350302645,-0.0001249251593717071,6.832829282091373e-05,-0.0003856604325906656,0.0,-0.00014547348726386098,-0.00017855709542401443,-6.29909862148913e-05,3.751786258237747e-05,-0.00023055383165567102,0.0,-0.00010253675016784616,-0.0001422277156129704,-3.302592055666889e-05,2.785628817627512e-05,-0.00021728117546753782,0.0,0.00023678401256318387,0.00031099262477582966,8.838614964587444e-05,-6.282272642377893e-05,0.00044338272139739926,0.0,0.00011316884784828073,0.00016614632711377025,3.0079620469674644e-05,-3.153560210859058e-05,0.0002704942474037803,0.0,0.00015614897522369384,0.0002286741719866475,4.190116827138896e-05,-4.3463064703274125e-05,0.0003713092985981577,0.0,0.0003383598484081014,0.0004464196506145052,0.00012490090085243692,-8.994643100011687e-05,0.0006403340782207798,0.0,1.056643262483201,1.058498621247532,1.0625238889428992,1.0534294160726718,,,,,,,,,,,,,,,,,,,,
perspective_plastic,3,2,3,up,0.375,0.08910748449912562,0.43515493883997514,0.002761294099395978,-0.11410470876177739,-0.15638903090638104,-0.13690965571176786,-0.03901375763636942,0.21587286134486422,0.15625244437171143,0.0797323708809552,0.357449835931528,0.07244065213642573,-0.028339766510530263,0.030841912412190527,0.030628904399254413,-0.00019686088959882118,-0.00016794223601036145,-0.00022065581356299615,-6.671293635797677e-05,-0.0005215817888260584,0.0,-0.0003562779070360012,-0.0003116642976329659,-0.0003569837015046821,-7.126060300313047e-05,-0.0007694558237903149,0.0,-0.00022367720422059427,-0.00017498595351553414,-0.00026707244991353756,-8.423824230942567e-05,-0.0005686861514308857,0.0,-0.00012360001826860939,-0.000139383161300711,-9.087942748987939e-05,-7.182619653662623e-06,-0.0003106036654993656,0.0,0.0003599438822286245,0.0003047727722803131,0.0004103911377469018,0.00012923003714843982,0.0009749371234348466,0.0,0.00020347844265928633,0.00016282340057149485,0.00026383021672407586,0.00010719671973973024,0.00065625102782086,0.0,0.00020026405684674478,0.00022410068854691455,0.00016064819010918458,2.7876574296539024e-05,0.0005634873221127732,0.0,0.0005433665773020941,0.0004374912576022151,0.0006585170647600443,0.00022777970097072786,0.001522377143928361,0.0,1.0951077610109123,1.100945910303216,1.1089236770269002,1.0891310340983698,,,,,,,,,,,,,,,,,,,,
